time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
4.53333,"(0.24639, -0.0173694, -4.03965e-05)","(0.995492, -0.023625, 0.0918534)","(0.0022574, 0.973853, 0.227167)","(-0.0948313, -0.226043, 0.96949)","(0.998782, -0.013322, 0.0475125)","(0.00225741, 0.973853, 0.227167)","(-0.0493095, -0.226868, 0.972676)","(0.0022574, 0.973853, 0.227167)","(-0.0275812, -0.998149, -0.0541992)","(0.0858998, -0.99619, 0.0150508)","(0.387413, -0.689913, 0.611499)","(-0.361955, -0.848032, 0.38708)","(0.106303, -0.958747, -0.263635)","(0.113292, -0.993551, 0.00450785)","(0.0548604, -0.814796, -0.577147)","(0.334015, -0.785558, -0.520895)",0
4.56667,"(0.240668, -0.0174555, -3.27961e-05)","(0.994634, -0.020258, 0.101457)","(-0.00261364, 0.975544, 0.219787)","(-0.103476, -0.218853, 0.970256)","(0.999914, -0.000732139, 0.0130925)","(-0.00261364, 0.975544, 0.219787)","(-0.0129804, -0.219545, 0.975516)","(-0.00261364, 0.975544, 0.219787)","(0.0266559, -0.996765, -0.0758184)","(0.0769593, -0.996764, -0.0231995)","(0.404736, -0.694893, 0.594401)","(-0.378044, -0.839333, 0.390644)","(0.141471, -0.93044, -0.338033)","(0.111184, -0.988791, -0.0996476)","(0.0314812, -0.785935, -0.617508)","(0.261359, -0.755522, -0.600731)",0
4.6,"(0.234428, -0.0173985, -2.67609e-05)","(0.997064, -0.00702428, 0.0762481)","(-0.00983231, 0.973779, 0.227286)","(-0.0758021, -0.22714, 0.970908)","(0.999955, 0.00906415, 0.00297035)","(-0.00983231, 0.973778, 0.227286)","(-0.000767579, -0.227148, 0.97386)","(-0.00983231, 0.973779, 0.227286)","(0.0501253, -0.997845, -0.0423452)","(0.0730438, -0.997164, -0.0181525)","(0.449439, -0.66065, 0.601287)","(-0.310817, -0.874017, 0.37348)","(0.145277, -0.89393, -0.424009)","(0.0900039, -0.964296, -0.249064)","(0.0514736, -0.778898, -0.625035)","(0.202895, -0.757058, -0.621045)",0
4.63333,"(0.228473, -0.0151606, -2.56443e-05)","(0.99953, 0.00784459, 0.0296221)","(-0.0139439, 0.973569, 0.227968)","(-0.02702, -0.228188, 0.973242)","(0.99916, 0.0218756, -0.0346514)","(-0.0139438, 0.973569, 0.227968)","(0.0387759, -0.227393, 0.973031)","(-0.0139438, 0.973569, 0.227968)","(0.0255409, -0.998542, -0.0475573)","(0.0641071, -0.994151, -0.086919)","(0, 0, 0)","(-0.216679, -0.920765, 0.32441)","(0.124517, -0.876632, -0.46477)","(0.0663419, -0.940946, -0.331992)","(0.0787616, -0.770283, -0.63282)","(0.160952, -0.754772, -0.635935)",0
4.66667,"(0.224574, -0.00745636, -1.07083e-05)","(0.999891, 0.0147441, -0.000931504)","(-0.0142317, 0.972034, 0.234407)","(0.00437585, -0.23438, 0.972135)","(0.999736, 0.0179349, -0.0143558)","(-0.0142317, 0.972034, 0.234407)","(0.0181743, -0.234145, 0.972032)","(-0.0142317, 0.972034, 0.234407)","(-0.0126514, -0.999918, 0.00183427)","(0.0580023, -0.996937, -0.052462)","(0, 0, 0)","(-0.186307, -0.936592, 0.296791)","(0.0890895, -0.880909, -0.464826)","(0.0488624, -0.935057, -0.351114)","(0.105996, -0.794339, -0.598155)","(0.186355, -0.761071, -0.621323)",0
4.7,"(0.222822, -2.46763e-05, 9.59227e-07)","(0.999923, 0.0124367, -0.000183093)","(-0.012051, 0.974313, 0.224874)","(0.00297525, -0.224833, 0.974393)","(0.999802, 0.0153247, -0.0127254)","(-0.012051, 0.974313, 0.224874)","(0.0158446, -0.224635, 0.974314)","(-0.012051, 0.974313, 0.224874)","(-0.00843086, -0.999659, 0.0247298)","(0.0467264, -0.997294, -0.0567587)","(0, 0, 0)","(-0.218828, -0.916083, 0.336015)","(0.0945056, -0.890059, -0.445942)","(0.05042, -0.946273, -0.319413)","(0.114188, -0.807953, -0.578077)","(0.208454, -0.777455, -0.593389)",0
4.73333,"(0.221009, 0.00613467, -1.32408e-06)","(0.99991, 0.00791664, 0.0108268)","(-0.0101174, 0.974338, 0.224862)","(-0.00876762, -0.224945, 0.974332)","(0.999922, 0.00824126, 0.00942527)","(-0.0101174, 0.974338, 0.224862)","(-0.00732901, -0.224931, 0.974347)","(-0.0101174, 0.974338, 0.224863)","(-0.0402127, -0.997581, 0.0567071)","(0.0383877, -0.998993, -0.0232287)","(0, 0, 0)","(-0.268677, -0.886678, 0.376317)","(0.0924079, -0.895241, -0.435894)","(0.0540458, -0.953242, -0.297335)","(0.127276, -0.803457, -0.581599)","(0.239983, -0.780146, -0.577738)",0
4.76667,"(0.220183, 0.0107083, -3.31288e-06)","(0.999018, 0.000841776, 0.0442881)","(-0.0108606, 0.974415, 0.224495)","(-0.0429622, -0.224805, 0.973456)","(0.998961, 0.000535735, 0.0455708)","(-0.0108606, 0.974415, 0.224495)","(-0.0442808, -0.224806, 0.973397)","(-0.0108606, 0.974415, 0.224495)","(-0.108057, -0.992044, 0.0645918)","(0.0342958, -0.999361, 0.0100881)","(0, 0, 0)","(-0.27037, -0.876234, 0.398891)","(0.0859482, -0.889135, -0.449502)","(0.056807, -0.953041, -0.297466)","(0.138202, -0.788469, -0.599348)","(0.260567, -0.774833, -0.575967)",0
4.8,"(0.21989, 0.0172729, -3.75225e-06)","(0.996826, -0.00624648, 0.0793658)","(-0.0127465, 0.972513, 0.232498)","(-0.0786231, -0.232843, 0.969331)","(0.997224, -0.00487434, 0.0743045)","(-0.0127465, 0.972513, 0.232498)","(-0.0733812, -0.232852, 0.96974)","(-0.0127465, 0.972513, 0.232498)","(-0.139329, -0.987458, 0.0742532)","(0.0336046, -0.998312, 0.0473721)","(0, 0, 0)","(-0.2694, -0.881255, 0.388346)","(0.0738174, -0.884036, -0.461554)","(0.0636642, -0.951773, -0.300125)","(0.141074, -0.776904, -0.613611)","(0.287854, -0.764362, -0.576967)",0
4.83333,"(0.220597, 0.0254388, -7.83796e-06)","(0.993564, -0.00479061, 0.113172)","(-0.0213984, 0.973229, 0.228839)","(-0.111348, -0.229856, 0.966834)","(0.996333, 0.00161962, 0.0855501)","(-0.0213984, 0.973229, 0.228839)","(-0.083003, -0.229656, 0.969726)","(-0.0213984, 0.973229, 0.228839)","(-0.120807, -0.990291, 0.068777)","(0.0431105, -0.997215, 0.0608514)","(0, 0, 0)","(-0.250943, -0.88398, 0.39447)","(0.071987, -0.89577, -0.43865)","(0.0802565, -0.956007, -0.282152)","(0.1279, -0.803236, -0.581767)","(0.298471, -0.787971, -0.538532)",0
4.86667,"(0.221731, 0.0334385, -1.12738e-05)","(0.992396, 0.00409427, 0.123021)","(-0.0320104, 0.973671, 0.225701)","(-0.11902, -0.227899, 0.966383)","(0.997341, 0.0160486, 0.0710844)","(-0.0320104, 0.973671, 0.225701)","(-0.0657617, -0.227106, 0.971647)","(-0.0320104, 0.973671, 0.225701)","(-0.0633214, -0.996698, 0.0508359)","(0.0520971, -0.998082, 0.0334482)","(0, 0, 0)","(-0.253208, -0.886332, 0.387688)","(0.0735378, -0.926649, -0.368666)","(0.104251, -0.966131, -0.236057)","(0.117344, -0.849238, -0.514805)","(0.308475, -0.83151, -0.46199)",0
4.9,"(0.22326, 0.0416514, -8.06013e-06)","(0.992036, 0.0151628, 0.125042)","(-0.0425598, 0.974692, 0.219463)","(-0.118526, -0.223032, 0.967579)","(0.99799, 0.0312117, 0.0551573)","(-0.0425598, 0.974692, 0.219463)","(-0.0468887, -0.221324, 0.974072)","(-0.0425598, 0.974692, 0.219463)","(-0.0506946, -0.998668, -0.00965316)","(0.0613399, -0.998024, -0.0136037)","(0, 0, 0)","(-0.246779, -0.8916, 0.379672)","(0.074807, -0.954109, -0.289967)","(0.130209, -0.97715, -0.168)","(0.111915, -0.889647, -0.442723)","(0.312283, -0.871072, -0.379094)",0
4.93333,"(0.225319, 0.0513605, -3.9679e-06)","(0.991673, 0.0179654, 0.12752)","(-0.0469143, 0.972634, 0.227555)","(-0.119937, -0.231644, 0.965379)","(0.998122, 0.036683, 0.0490575)","(-0.0469143, 0.972634, 0.227555)","(-0.0393579, -0.229426, 0.97253)","(-0.0469143, 0.972634, 0.227555)","(-0.0600036, -0.996984, -0.0492164)","(0.0688408, -0.996466, -0.0481279)","(0, 0, 0)","(-0.240113, -0.902048, 0.358686)","(0.0747584, -0.96719, -0.242807)","(0.146397, -0.98139, -0.124265)","(0.113809, -0.901716, -0.417081)","(0.32302, -0.875687, -0.358929)",0
4.96667,"(0.228336, 0.0566769, 1.49086e-06)","(0.989458, 0.0165915, 0.143866)","(-0.0497835, 0.971791, 0.23053)","(-0.135986, -0.235321, 0.962358)","(0.997428, 0.0365121, 0.0616739)","(-0.0497835, 0.971791, 0.23053)","(-0.0515187, -0.233063, 0.971096)","(-0.0497835, 0.971791, 0.23053)","(-0.0719945, -0.993894, -0.0836148)","(0.0785966, -0.995303, -0.0565254)","(0, 0, 0)","(-0.263155, -0.895548, 0.358808)","(0.0683158, -0.972913, -0.220845)","(0.1548, -0.984074, -0.0873822)","(0.1101, -0.904265, -0.412531)","(0.332117, -0.868752, -0.367381)",0
5,"(0.231975, 0.0601903, 4.36148e-06)","(0.984475, 0.00890628, 0.1753)","(-0.0493299, 0.972167, 0.229036)","(-0.168383, -0.234115, 0.957516)","(0.995055, 0.0283404, 0.0951966)","(-0.0493299, 0.972167, 0.229036)","(-0.0860572, -0.232561, 0.968767)","(-0.0493299, 0.972167, 0.229036)","(-0.103864, -0.989802, -0.0974924)","(0.103448, -0.992707, -0.0619006)","(0, 0, 0)","(-0.26791, -0.90331, 0.335046)","(0.0423546, -0.979233, -0.198264)","(0.15889, -0.985469, -0.0600412)","(0.0829671, -0.919347, -0.3846)","(0.338197, -0.873565, -0.350009)",0
5.03333,"(0.235237, 0.063982, 6.65048e-06)","(0.979465, 0.00253903, 0.201597)","(-0.0475709, 0.974465, 0.219441)","(-0.195877, -0.224456, 0.954595)","(0.992821, 0.0220422, 0.117564)","(-0.0475709, 0.974465, 0.219441)","(-0.109705, -0.223388, 0.968536)","(-0.0475709, 0.974465, 0.219441)","(-0.128229, -0.986733, -0.0995771)","(0.137487, -0.988168, -0.0679752)","(0, 0, 0)","(-0.22166, -0.916792, 0.332204)","(0.00869229, -0.984964, -0.172539)","(0.164853, -0.98552, -0.0396624)","(0.0452591, -0.926543, -0.373458)","(0.332942, -0.881312, -0.335319)",0
5.06667,"(0.239515, 0.0673065, 4.02341e-06)","(0.977913, -0.000798859, 0.209009)","(-0.0443707, 0.976506, 0.210871)","(-0.204276, -0.215475, 0.954904)","(0.992805, 0.0193815, 0.118162)","(-0.0443707, 0.976506, 0.210871)","(-0.111301, -0.214593, 0.970341)","(-0.0443707, 0.976506, 0.210871)","(-0.150698, -0.985184, -0.0818698)","(0.171582, -0.98214, -0.0772085)","(0, 0, 0)","(-0.15336, -0.931225, 0.330608)","(-0.0186582, -0.988174, -0.152195)","(0.176116, -0.983806, -0.0332869)","(0.0136226, -0.930409, -0.366269)","(0.327575, -0.889503, -0.318558)",0
5.1,"(0.243039, 0.0688803, 1.41598e-06)","(0.979209, 0.00203932, 0.202844)","(-0.0441176, 0.97818, 0.203019)","(-0.19801, -0.20774, 0.957933)","(0.994669, 0.0240004, 0.100288)","(-0.0441176, 0.97818, 0.203019)","(-0.0932323, -0.206352, 0.974026)","(-0.0441176, 0.97818, 0.203019)","(-0.114923, -0.991505, -0.0609154)","(0.186761, -0.97903, -0.0813702)","(0, 0, 0)","(-0.104298, -0.930813, 0.350299)","(-0.0263509, -0.989416, -0.142693)","(0.181108, -0.982958, -0.0315047)","(0.0022939, -0.923201, -0.38431)","(0.315306, -0.887607, -0.335761)",0
5.13333,"(0.246298, 0.0701016, -2.27969e-06)","(0.979252, 0.00305349, 0.202624)","(-0.0445715, 0.978649, 0.20065)","(-0.197686, -0.20552, 0.958479)","(0.995124, 0.0258023, 0.0951937)","(-0.0445715, 0.978649, 0.20065)","(-0.0879844, -0.203915, 0.975027)","(-0.0445715, 0.978649, 0.20065)","(-0.0780261, -0.996078, -0.0417125)","(0.187696, -0.979078, -0.0785947)","(0, 0, 0)","(-0.0960738, -0.93116, 0.351727)","(-0.0258231, -0.989124, -0.144798)","(0.181171, -0.983038, -0.0285373)","(-0.0014145, -0.92528, -0.379281)","(0.31228, -0.891071, -0.329353)",0
5.16667,"(0.251678, 0.0702465, -8.72547e-06)","(0.977226, 0.00170505, 0.212192)","(-0.0449485, 0.978932, 0.199177)","(-0.207383, -0.204181, 0.956714)","(0.994292, 0.0245402, 0.103834)","(-0.0449485, 0.978932, 0.199177)","(-0.0967596, -0.202709, 0.974447)","(-0.0449485, 0.978932, 0.199177)","(-0.0154521, -0.999301, -0.034039)","(0.185256, -0.980126, -0.0709526)","(0, 0, 0)","(-0.093071, -0.935342, 0.341283)","(-0.0234955, -0.987787, -0.154029)","(0.172092, -0.984712, -0.0269446)","(-0.00997325, -0.925808, -0.377864)","(0.309768, -0.893357, -0.325511)",0
5.2,"(0.258267, 0.0698465, -1.47996e-05)","(0.972228, 0.00478294, 0.233985)","(-0.0479837, 0.982188, 0.181668)","(-0.229174, -0.188086, 0.955041)","(0.988375, 0.0219311, 0.150444)","(-0.0479837, 0.982188, 0.181668)","(-0.143961, -0.187271, 0.971702)","(-0.0479837, 0.982188, 0.181668)","(0.0523529, -0.998089, -0.0328125)","(0.171126, -0.984321, -0.0427563)","(0, 0, 0)","(-0.0772154, -0.942656, 0.324711)","(-0.0153706, -0.987454, -0.157158)","(0.115284, -0.992656, -0.036665)","(0.0162644, -0.929815, -0.367667)","(0.27226, -0.904216, -0.329042)",0
5.23333,"(0.263692, 0.0695131, -1.79266e-05)","(0.957733, 0.0049501, 0.287617)","(-0.051482, 0.985916, 0.159118)","(-0.283035, -0.167833, 0.944311)","(0.976048, 0.0179523, 0.216815)","(-0.051482, 0.985916, 0.159118)","(-0.211118, -0.167191, 0.963056)","(-0.051482, 0.985916, 0.159118)","(0.128684, -0.991419, -0.0229768)","(0.169201, -0.985576, -0.00341857)","(0, 0, 0)","(-0.0776455, -0.949334, 0.304525)","(0.0203567, -0.986685, -0.161364)","(0.0306249, -0.998004, -0.0552203)","(0.0686023, -0.938037, -0.339677)","(0.214006, -0.917104, -0.336337)",0
5.26667,"(0.270476, 0.0688475, -1.65496e-05)","(0.94299, -6.67116e-05, 0.332822)","(-0.0500738, 0.988513, 0.142598)","(-0.329028, -0.151068, 0.932158)","(0.96538, 0.0114503, 0.260595)","(-0.0500738, 0.988513, 0.142598)","(-0.255984, -0.150803, 0.954846)","(-0.0500738, 0.988513, 0.142598)","(0.174077, -0.984555, -0.0186607)","(0.173898, -0.984325, 0.0294064)","(0, 0, 0)","(-0.0957337, -0.953094, 0.287136)","(0.0244375, -0.986256, -0.163406)","(-0.0301722, -0.996614, -0.076485)","(0.0774206, -0.942957, -0.323788)","(0.173128, -0.920663, -0.349867)",0
5.3,"(0.276108, 0.0680957, -1.58044e-05)","(0.941551, -0.0130569, 0.336617)","(-0.0412407, 0.98694, 0.155722)","(-0.334503, -0.161167, 0.928511)","(0.974045, 0.00639885, 0.226265)","(-0.0412407, 0.98694, 0.155722)","(-0.222547, -0.162088, 0.961353)","(-0.0412407, 0.98694, 0.155722)","(0.188613, -0.982035, -0.00565408)","(0.184995, -0.982256, 0.0308239)","(0, 0, 0)","(-0.125073, -0.950812, 0.283397)","(-0.0093979, -0.985713, -0.168172)","(-0.0274871, -0.994766, -0.098417)","(0.0386444, -0.943987, -0.327711)","(0.184561, -0.911934, -0.366488)",0
5.33333,"(0.279853, 0.067331, -1.27721e-05)","(0.953801, -0.0237962, 0.299495)","(-0.0295929, 0.984162, 0.174783)","(-0.299106, -0.176174, 0.937816)","(0.98608, 0.0012057, 0.166267)","(-0.0295929, 0.984162, 0.174783)","(-0.163608, -0.177957, 0.970342)","(-0.0295929, 0.984162, 0.174783)","(0, 0, 0)","(0.183562, -0.982919, 0.0132455)","(0, 0, 0)","(-0.14829, -0.945658, 0.289381)","(-0.074152, -0.982787, -0.16921)","(0.00626035, -0.994103, -0.108255)","(-0.0276507, -0.934545, -0.35477)","(0.224013, -0.897013, -0.381032)",0
5.36667,"(0.284854, 0.0657288, -9.54308e-06)","(0.964257, -0.0290899, 0.263368)","(-0.0217856, 0.981883, 0.188232)","(-0.264074, -0.187292, 0.946143)","(0.993374, 8.76854e-06, 0.114929)","(-0.0217856, 0.981883, 0.188232)","(-0.11285, -0.189535, 0.975367)","(-0.0217856, 0.981883, 0.188232)","(0, 0, 0)","(0.180474, -0.983578, -0.00199225)","(0, 0, 0)","(-0.163471, -0.94225, 0.292304)","(-0.108914, -0.979651, -0.168589)","(0.0176692, -0.993499, -0.112465)","(-0.0466358, -0.926995, -0.372164)","(0.240415, -0.891146, -0.384785)",0
5.4,"(0.291397, 0.0641517, -5.80186e-06)","(0.970108, -0.0331659, 0.240395)","(-0.015337, 0.980082, 0.198)","(-0.242248, -0.195926, 0.950226)","(0.995358, -0.00367364, 0.0961706)","(-0.015337, 0.980082, 0.198)","(-0.0950489, -0.198663, 0.975448)","(-0.015337, 0.980082, 0.198)","(-0.102583, -0.994277, -0.029842)","(0.198536, -0.979837, -0.0224435)","(0, 0, 0)","(-0.172788, -0.937995, 0.300516)","(-0.130568, -0.976461, -0.171683)","(0.0155396, -0.991562, -0.128697)","(-0.0698537, -0.923688, -0.376724)","(0.23728, -0.893444, -0.381388)",0
5.43333,"(0.297369, 0.0629557, -6.47902e-06)","(0.975574, -0.0366815, 0.216585)","(-0.0106182, 0.976392, 0.215744)","(-0.219588, -0.213014, 0.952054)","(0.996794, -0.00654294, 0.0797449)","(-0.0106182, 0.976392, 0.215744)","(-0.0794213, -0.215972, 0.973164)","(-0.0106182, 0.976392, 0.215744)","(-0.132061, -0.990059, -0.0483998)","(0.223807, -0.97318, -0.0532054)","(0, 0, 0)","(-0.171003, -0.934764, 0.311408)","(-0.150657, -0.972231, -0.179081)","(0.00702159, -0.989554, -0.143993)","(-0.096507, -0.916267, -0.38877)","(0.215688, -0.896754, -0.386407)",0
5.46667,"(0.304483, 0.0619074, -6.4264e-06)","(0.981264, -0.0387294, 0.188733)","(-0.00766585, 0.97054, 0.240819)","(-0.192578, -0.237814, 0.952029)","(0.9981, -0.00706216, 0.0612104)","(-0.00766585, 0.97054, 0.240819)","(-0.0611326, -0.240835, 0.968639)","(-0.00766585, 0.97054, 0.240819)","(-0.136498, -0.988021, -0.0719912)","(0.243102, -0.966024, -0.0877419)","(0, 0, 0)","(-0.162354, -0.930168, 0.329286)","(-0.16801, -0.967487, -0.189053)","(-0.000156289, -0.988049, -0.154137)","(-0.117529, -0.904965, -0.408932)","(0.194045, -0.899327, -0.391865)",0
5.5,"(0.274034, 0.0396484, -2.61702e-08)","(0.985322, -0.0342875, 0.167227)","(-0.0104819, 0.965229, 0.261195)","(-0.170344, -0.259077, 0.950717)","(0.998866, -0.00177847, 0.0475785)","(-0.0104819, 0.965229, 0.261195)","(-0.0463424, -0.261341, 0.964133)","(-0.0104819, 0.965229, 0.261195)","(-0.147919, -0.983195, -0.106992)","(0.248088, -0.961868, -0.115164)","(0, 0, 0)","(-0.152438, -0.92895, 0.337365)","(-0.165415, -0.964834, -0.204286)","(-0.0158431, -0.988818, -0.148285)","(-0.106196, -0.884406, -0.454475)","(0.164846, -0.895333, -0.413769)",0
5.53333,"(0.240411, 0.0215313, 1.16498e-05)","(0.987029, -0.0675165, 0.145656)","(0.0314196, 0.97129, 0.235815)","(-0.154276, -0.228615, 0.961215)","(0.999333, -0.0307698, -0.0196747)","(0.0314196, 0.97129, 0.235815)","(0.0147474, -0.24053, 0.97053)","(0.0314196, 0.97129, 0.235815)","(-0.267155, -0.959167, -0.0928769)","(0.591233, -0.806501, 0.000553804)","(0, 0, 0)","(0.267277, -0.836696, 0.478021)","(-0.323592, -0.942235, 0.0865004)","(0.026314, -0.988658, 0.147859)","(0.0376307, -0.909038, -0.415011)","(0.175343, -0.916211, -0.360295)",1
5.83333,"(0.206049, 0.00380404, 1.69796e-05)","(0.986293, -0.0904787, 0.137986)","(0.0885445, 0.99561, 0.0303323)","(-0.134226, -0.01834, 0.990781)","(0.997267, -0.0736794, -0.00552805)","(0.0885445, 0.99561, 0.0303323)","(0.0187243, -0.0322256, 0.999305)","(0.0885445, 0.99561, 0.0303323)","(-0.368439, -0.929603, -0.00953976)","(0.778157, -0.49874, 0.381747)","(0, 0, 0)","(0.525633, -0.369634, 0.766212)","(-0.518749, -0.770937, 0.369534)","(0.0476103, -0.889916, 0.453633)","(0.217345, -0.896417, -0.386262)","(0.201883, -0.895902, -0.395732)",0
