time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
4.54,"(-0.00134407, -0.000690544, 5.92777e-06)","(0.988263, -0.0225862, -0.15108)","(0.0652865, 0.958371, 0.27796)","(0.137826, -0.284912, 0.948593)","(0.997227, -0.0730042, 0.0144168)","(0.0652865, 0.958371, 0.27796)","(-0.0349308, -0.275684, 0.960614)","(0.0652865, 0.958371, 0.27796)","(-0.526906, -0.814089, -0.24419)","(0.0449821, -0.979864, 0.194535)","(0.120533, -0.906108, 0.405512)","(-0.596782, -0.334571, 0.729324)","(0.0677807, -0.997401, -0.0244496)","(-0.0814949, -0.996649, -0.00702792)","(0.0699615, -0.889314, -0.451914)","(0.0100389, -0.890351, -0.455164)",1
4.58,"(-0.00183097, -0.00305774, 3.25574e-06)","(0.991894, -0.00399819, -0.127009)","(0.0374614, 0.965246, 0.258645)","(0.121067, -0.261556, 0.957565)","(0.999239, -0.0348828, -0.0174268)","(0.0374614, 0.965246, 0.258645)","(0.00727603, -0.257997, 0.966118)","(0.0374614, 0.965246, 0.258645)","(-0.463419, -0.883741, -0.0651453)","(0.141105, -0.987246, 0.073717)","(0.31182, -0.71972, 0.6203)","(-0.470231, -0.586724, 0.65927)","(0.0673183, -0.997706, -0.00719166)","(-0.0703398, -0.996842, -0.036868)","(0.0851959, -0.921847, -0.378073)","(0.0248574, -0.881759, -0.471045)",0
4.6,"(-0.00183097, -0.00305774, 3.25574e-06)","(0.994869, 0.0233655, -0.0984322)","(0.00135794, 0.969515, 0.245029)","(0.101484, -0.244344, 0.964363)","(0.998423, 0.0129839, -0.0546138)","(0.00135795, 0.969515, 0.245029)","(0.0564932, -0.243427, 0.968273)","(0.00135794, 0.969515, 0.245029)","(-0.352235, -0.928841, 0.114823)","(0.264642, -0.963885, -0.0298369)","(0.449113, -0.338661, 0.826805)","(-0.238232, -0.794171, 0.559051)","(0.0711502, -0.99699, -0.0308093)","(-0.0577749, -0.998329, 0.000581669)","(0.100573, -0.906191, -0.410734)","(0.0273495, -0.868622, -0.49472)",0
4.64,"(-0.00183097, -0.00305774, 3.25574e-06)","(0.995874, 0.048489, -0.0767068)","(-0.0274418, 0.966608, 0.254786)","(0.0865185, -0.252069, 0.963834)","(0.993942, 0.0534979, -0.0960077)","(-0.0274418, 0.966608, 0.254786)","(0.106413, -0.24986, 0.962417)","(-0.0274418, 0.966608, 0.254786)","(-0.212828, -0.948584, 0.234291)","(0.359503, -0.924956, -0.123345)","(0.467346, -0.00224019, 0.884071)","(-0.019968, -0.909087, 0.416128)","(0.0766401, -0.99551, -0.0555549)","(-0.0438943, -0.998009, 0.045291)","(0.113273, -0.883337, -0.454846)","(0.0301591, -0.847628, -0.529734)",0
4.68,"(-0.00324392, 0.000840926, 1.72872e-06)","(0.996377, 0.0623104, -0.0578807)","(-0.04561, 0.966, 0.254487)","(0.0717587, -0.25095, 0.965337)","(0.989525, 0.0785414, -0.121123)","(-0.04561, 0.966, 0.254487)","(0.136976, -0.246202, 0.959491)","(-0.04561, 0.966, 0.254487)","(-0.091421, -0.954162, 0.284987)","(0.429268, -0.879477, -0.205545)","(0.396541, 0.207893, 0.894168)","(0.132105, -0.949566, 0.284382)","(0.0798506, -0.993732, -0.0782306)","(-0.0330113, -0.996281, 0.0795855)","(0.110246, -0.866346, -0.487125)","(0.0281316, -0.830418, -0.55643)",0
4.7,"(-0.0037684, 0.00581729, 1.77115e-06)","(0.996522, 0.0680757, -0.0480646)","(-0.0534935, 0.964632, 0.258115)","(0.063993, -0.25468, 0.964906)","(0.984222, 0.0947191, -0.149452)","(-0.0534935, 0.964632, 0.258115)","(0.16866, -0.245886, 0.954512)","(-0.0534935, 0.964632, 0.258115)","(-0.0127024, -0.932569, 0.360767)","(0.494532, -0.830433, -0.256552)","(0.333695, 0.277678, 0.900856)","(0.216171, -0.951503, 0.218886)","(0.0852333, -0.992904, -0.0829228)","(-0.0340328, -0.997328, 0.0646381)","(0.0969555, -0.867445, -0.487995)","(0.0505265, -0.805447, -0.590511)",0
4.74,"(-0.00415509, 0.0115478, 7.96917e-07)","(0.996491, 0.0713904, -0.043685)","(-0.0575073, 0.963055, 0.263092)","(0.0609217, -0.259688, 0.963769)","(0.979565, 0.105482, -0.171249)","(-0.0575073, 0.963055, 0.263092)","(0.192728, -0.247661, 0.949484)","(-0.0575073, 0.963055, 0.263092)","(0.0294735, -0.915975, 0.40015)","(0.558753, -0.780579, -0.280163)","(0.318247, 0.3302, 0.888644)","(0.252129, -0.948957, 0.189503)","(0.0936516, -0.991627, -0.0889108)","(-0.0341972, -0.985401, 0.166777)","(0.0821996, -0.858403, -0.506348)","(0.0756129, -0.781668, -0.619094)",0
4.78,"(-0.00440991, 0.0163855, -2.74132e-06)","(0.995966, 0.0811537, -0.038278)","(-0.0676926, 0.959626, 0.27301)","(0.0589263, -0.269304, 0.961251)","(0.972568, 0.124565, -0.196457)","(-0.0676926, 0.959626, 0.27301)","(0.222551, -0.25207, 0.94177)","(-0.0676926, 0.959626, 0.27301)","(0.0551733, -0.895306, 0.442022)","(0.619217, -0.727219, -0.296181)","(0.310458, 0.374918, 0.873528)","(0.292049, -0.943243, 0.158113)","(0.101892, -0.991362, -0.0825818)","(-0.0352012, -0.964885, 0.260302)","(0.0637056, -0.855254, -0.514278)","(0.100463, -0.763864, -0.63751)",0
4.8,"(-0.00457213, 0.0206262, -7.57107e-06)","(0.994865, 0.0919237, -0.0423516)","(-0.0767704, 0.95811, 0.27592)","(0.0659726, -0.271172, 0.960267)","(0.964499, 0.141506, -0.222976)","(-0.0767704, 0.95811, 0.27592)","(0.252668, -0.248683, 0.935048)","(-0.0767704, 0.95811, 0.27592)","(0.0706667, -0.887685, 0.454997)","(0.649365, -0.692192, -0.314953)","(0.318013, 0.408948, 0.855353)","(0.29212, -0.946177, 0.139335)","(0.106544, -0.990521, -0.0867018)","(-0.0323527, -0.966839, 0.253329)","(0.0517209, -0.855095, -0.515886)","(0.10111, -0.777227, -0.621043)",0
4.84,"(-0.00457213, 0.0206262, -7.57107e-06)","(0.993741, 0.101059, -0.0476098)","(-0.0851232, 0.960511, 0.264901)","(0.0724932, -0.259161, 0.96311)","(0.964191, 0.14683, -0.220854)","(-0.0851232, 0.960511, 0.264901)","(0.251076, -0.236449, 0.938644)","(-0.0851232, 0.960511, 0.264901)","(0.0332641, -0.882059, 0.469963)","(0.662337, -0.678528, -0.317662)","(0.350564, 0.379767, 0.856085)","(0.277602, -0.949185, 0.148276)","(0.106076, -0.990505, -0.0874545)","(-0.0335699, -0.986923, 0.157658)","(0.0476087, -0.871188, -0.488636)","(0.0958547, -0.789948, -0.605635)",0
4.88,"(-0.00464649, 0.0227611, -1.53611e-05)","(0.993136, 0.103917, -0.0536846)","(-0.0876837, 0.965082, 0.246839)","(0.077536, -0.240435, 0.967563)","(0.968514, 0.14135, -0.204942)","(-0.0876837, 0.965082, 0.246839)","(0.232804, -0.220794, 0.947128)","(-0.0876837, 0.965082, 0.246839)","(-0.0156518, -0.877704, 0.478947)","(0.670617, -0.671584, -0.315035)","(0.386897, 0.338599, 0.857707)","(0.261255, -0.950178, 0.170022)","(0.106352, -0.99033, -0.0890885)","(-0.0344188, -0.996362, 0.0779666)","(0.0502126, -0.882053, -0.468467)","(0.0881129, -0.78839, -0.608833)",0
4.9,"(-0.00461752, 0.0204505, -1.75514e-05)","(0.993336, 0.100713, -0.056031)","(-0.0854901, 0.969947, 0.227805)","(0.0773035, -0.221495, 0.972093)","(0.977426, 0.126081, -0.169534)","(-0.0854901, 0.969947, 0.227805)","(0.193174, -0.208115, 0.958839)","(-0.0854902, 0.969947, 0.227805)","(-0.0878711, -0.881192, 0.464521)","(0.659164, -0.685708, -0.308718)","(0.445257, 0.28825, 0.847737)","(0.236765, -0.953435, 0.186825)","(0.106861, -0.990567, -0.0857756)","(-0.0376508, -0.998229, 0.0460492)","(0.055091, -0.888575, -0.455411)","(0.0747053, -0.791755, -0.606254)",0
4.94,"(-0.00462914, 0.0177337, -1.45219e-05)","(0.993958, 0.0964435, -0.0524054)","(-0.0823798, 0.970954, 0.224638)","(0.0725435, -0.218947, 0.973036)","(0.982907, 0.116361, -0.142666)","(-0.0823798, 0.970954, 0.224638)","(0.164651, -0.208963, 0.963963)","(-0.0823798, 0.970954, 0.224638)","(-0.156014, -0.9007, 0.405461)","(0.631209, -0.72941, -0.263699)","(0.499371, 0.214331, 0.839459)","(0.17707, -0.943839, 0.278953)","(0.10452, -0.990418, -0.090268)","(-0.0430021, -0.999049, 0.0071873)","(0.0664133, -0.882236, -0.466099)","(0.0485524, -0.805615, -0.590447)",0
4.98,"(-0.00461936, 0.0141499, -9.30489e-06)","(0.99548, 0.0833297, -0.0455652)","(-0.0706642, 0.969785, 0.233505)","(0.0634425, -0.229095, 0.971334)","(0.99019, 0.0958931, -0.10163)","(-0.0706642, 0.969785, 0.233505)","(0.120721, -0.223492, 0.967201)","(-0.0706642, 0.969785, 0.233505)","(-0.242871, -0.916587, 0.317618)","(0.575147, -0.803293, -0.154682)","(0.567509, 0.069921, 0.820393)","(0.0280237, -0.888398, 0.458217)","(0.101146, -0.990442, -0.0937725)","(-0.0508003, -0.998023, -0.0369997)","(0.0804506, -0.876851, -0.473984)","(0.0239478, -0.832592, -0.553369)",0
5.0,"(-0.00457571, 0.0103083, -3.60491e-06)","(0.997318, 0.0616216, -0.0395016)","(-0.0504338, 0.969236, 0.240912)","(0.0529592, -0.238109, 0.969794)","(0.99672, 0.0637799, -0.0498064)","(-0.0504338, 0.969236, 0.240912)","(0.0634151, -0.236467, 0.969568)","(-0.0504338, 0.969236, 0.240912)","(-0.332218, -0.927591, 0.170898)","(0.488696, -0.872184, -0.0217053)","(0.58614, -0.19823, 0.785586)","(-0.180631, -0.724872, 0.664781)","(0.0945405, -0.991368, -0.0908357)","(-0.0589781, -0.998009, -0.0223736)","(0.096261, -0.864751, -0.492889)","(0.00768304, -0.839399, -0.543462)",0
5.04,"(-0.00452124, 0.00705448, 2.34688e-06)","(0.998295, 0.0345786, -0.0470216)","(-0.0219052, 0.968725, 0.247168)","(0.0541377, -0.245895, 0.967783)","(0.999695, 0.0240971, -0.00539281)","(-0.0219052, 0.968725, 0.247168)","(0.0112219, -0.246154, 0.969166)","(-0.0219052, 0.968725, 0.247168)","(-0.41022, -0.911941, 0.00915986)","(0.375464, -0.91355, 0.156377)","(0.520435, -0.529908, 0.669586)","(-0.370048, -0.429637, 0.823697)","(0.090683, -0.994098, -0.0595436)","(-0.0661888, -0.997718, -0.013303)","(0.106359, -0.863417, -0.493151)","(0.000667995, -0.855057, -0.518534)",1
5.08,"(-0.00452124, 0.00705448, 2.34688e-06)","(0.997774, 0.0171845, -0.0644278)","(-0.000260231, 0.967863, 0.251477)","(0.0665553, -0.251139, 0.96566)","(0.999841, -0.00430245, 0.0172967)","(-0.000260232, 0.967863, 0.251477)","(-0.017938, -0.251253, 0.967755)","(-0.00026023, 0.967863, 0.251477)","(-0.456082, -0.880068, -0.132174)","(0.271707, -0.920492, 0.280838)","(0.390131, -0.760595, 0.518934)","(-0.453403, -0.167746, 0.875378)","(0.0896028, -0.995621, -0.0266559)","(-0.070121, -0.997537, -0.00191992)","(0.111158, -0.868009, -0.483947)","(-0.0109457, -0.875105, -0.483809)",0
5.1,"(-0.00436157, 0.00378723, 8.09771e-06)","(0.99587, 0.000357658, -0.0907941)","(0.0234342, 0.96559, 0.259013)","(0.0876248, -0.260337, 0.961533)","(0.998892, -0.0332646, 0.033304)","(0.0234342, 0.96559, 0.259013)","(-0.0408643, -0.257592, 0.965389)","(0.0234342, 0.96559, 0.259013)","(-0.502097, -0.842847, -0.193669)","(0.15295, -0.898516, 0.411431)","(0.236048, -0.884104, 0.403287)","(-0.482245, 0.0939045, 0.870989)","(0.0955064, -0.995395, -0.00821474)","(-0.0739637, -0.997255, 0.00354028)","(0.105271, -0.872419, -0.477287)","(-0.0311587, -0.891525, -0.451899)",0
5.14,"(-0.00436157, 0.00378723, 8.09771e-06)","(0.993984, -0.0134011, -0.108705)","(0.041037, 0.965639, 0.256625)","(0.101672, -0.259746, 0.96031)","(0.996085, -0.059144, 0.0656967)","(0.041037, 0.965639, 0.256625)","(-0.0784014, -0.252174, 0.964501)","(0.041037, 0.965639, 0.256625)","(-0.567935, -0.797745, -0.202613)","(0.0273526, -0.886865, 0.461218)","(0.133408, -0.92067, 0.366837)","(-0.484731, 0.252702, 0.837363)","(0.088748, -0.995747, -0.0247355)","(-0.0824657, -0.996583, -0.00468368)","(0.0895756, -0.858319, -0.505237)","(-0.0419623, -0.885903, -0.461968)",0
5.18,"(-0.00436157, 0.00378723, 8.09771e-06)","(0.991882, -0.0305409, -0.123444)","(0.0592096, 0.969838, 0.236451)","(0.112761, -0.241881, 0.963732)","(0.991551, -0.0838725, 0.0989523)","(0.0592096, 0.969838, 0.236451)","(-0.115655, -0.228431, 0.966666)","(0.0592096, 0.969838, 0.236451)","(-0.654099, -0.731176, -0.193743)","(-0.0973842, -0.859818, 0.501228)","(0.0539216, -0.939986, 0.336927)","(-0.466093, 0.418627, 0.779428)","(0.0796226, -0.99578, -0.0456275)","(-0.0973018, -0.995138, -0.0152788)","(0.0702385, -0.827125, -0.557612)","(-0.049345, -0.880726, -0.471049)",0
5.2,"(-0.00408046, 0.00888701, 2.00367e-05)","(0.988513, -0.0357526, -0.146845)","(0.0663511, 0.974975, 0.212183)","(0.135703, -0.219639, 0.966097)","(0.989929, -0.0911896, 0.10828)","(0.0663511, 0.974975, 0.212183)","(-0.124887, -0.202881, 0.971207)","(0.0663511, 0.974975, 0.212183)","(-0.730371, -0.662382, -0.166761)","(-0.185743, -0.831787, 0.523096)","(0.0426406, -0.943142, 0.329645)","(-0.440872, 0.489667, 0.752236)","(0.0917881, -0.995751, 0.00739023)","(-0.113562, -0.993398, -0.0162508)","(0.0209052, -0.769721, -0.638038)","(-0.0528344, -0.892117, -0.448704)",0
5.24,"(-0.00398827, 0.0124647, 2.48128e-05)","(0.982743, -0.0352912, -0.181577)","(0.0709535, 0.978169, 0.195324)","(0.170732, -0.20497, 0.963763)","(0.991718, -0.0903362, 0.0912972)","(0.0709535, 0.978169, 0.195324)","(-0.106941, -0.187258, 0.976472)","(0.0709535, 0.978169, 0.195324)","(-0.76608, -0.621301, -0.16464)","(-0.210805, -0.808436, 0.549538)","(0.0556882, -0.95172, 0.301874)","(-0.422335, 0.498983, 0.756736)","(0.136518, -0.980668, 0.140192)","(-0.123919, -0.992079, -0.0205639)","(-0.0332797, -0.710139, -0.703275)","(-0.0544382, -0.91099, -0.408819)",0
5.28,"(-0.00394009, 0.0159869, 2.86972e-05)","(0.975938, -0.0322111, -0.215654)","(0.0742777, 0.978962, 0.190043)","(0.204994, -0.201559, 0.957785)","(0.993241, -0.0896795, 0.0736896)","(0.0742777, 0.978962, 0.190043)","(-0.0891772, -0.1833, 0.979004)","(0.0742777, 0.978962, 0.190043)","(-0.774072, -0.60603, -0.183139)","(-0.217344, -0.796247, 0.564582)","(0.0603941, -0.957169, 0.283161)","(-0.418701, 0.47375, 0.774759)","(0.179826, -0.954871, 0.236396)","(-0.127871, -0.991484, -0.0246711)","(-0.0826525, -0.674958, -0.733212)","(-0.0540648, -0.920504, -0.386974)",0
5.3,"(-0.00394771, 0.019059, 2.86302e-05)","(0.972395, -0.0320939, -0.231121)","(0.07758, 0.978623, 0.190471)","(0.220063, -0.203151, 0.954098)","(0.993068, -0.0927815, 0.0721618)","(0.07758, 0.978623, 0.190471)","(-0.088296, -0.183543, 0.979038)","(0.07758, 0.978623, 0.190471)","(-0.758605, -0.613613, -0.219083)","(-0.210322, -0.803006, 0.557625)","(0.057685, -0.959907, 0.27432)","(-0.41849, 0.437763, 0.795758)","(0.198654, -0.937975, 0.284147)","(-0.128403, -0.990923, -0.0398067)","(-0.0951882, -0.632493, -0.768695)","(-0.0404077, -0.910079, -0.412461)",0
5.34,"(-0.00394771, 0.019059, 2.86302e-05)","(0.97155, -0.0320688, -0.234654)","(0.0822379, 0.974845, 0.207157)","(0.222127, -0.22056, 0.949744)","(0.992984, -0.0977261, 0.0665719)","(0.0822379, 0.974845, 0.207157)","(-0.0852814, -0.200264, 0.976023)","(0.082238, 0.974845, 0.207157)","(-0.719276, -0.643354, -0.262178)","(-0.195053, -0.825719, 0.529285)","(0.0366105, -0.957758, 0.285237)","(-0.445189, 0.393686, 0.80425)","(0.20164, -0.957681, 0.205398)","(-0.127111, -0.991387, -0.0315513)","(-0.0850006, -0.595823, -0.798605)","(-0.0295209, -0.906273, -0.421661)",0
5.38,"(-0.00394771, 0.019059, 2.86302e-05)","(0.974084, -0.0304648, -0.224125)","(0.0852649, 0.966645, 0.241511)","(0.209509, -0.254455, 0.944118)","(0.992452, -0.103761, 0.0653653)","(0.0852649, 0.966645, 0.241511)","(-0.0885163, -0.234125, 0.968169)","(0.0852649, 0.966645, 0.241511)","(-0.671828, -0.684283, -0.283556)","(-0.156835, -0.853654, 0.496666)","(0.0259684, -0.953189, 0.301258)","(-0.489637, 0.309539, 0.815132)","(0.191215, -0.97538, 0.109863)","(-0.12558, -0.991832, -0.022321)","(-0.0544679, -0.631763, -0.773246)","(-0.0175554, -0.899439, -0.436694)",0
5.4,"(-0.00407749, 0.0154189, 1.02107e-05)","(0.980312, -0.0298404, -0.195189)","(0.0843488, 0.955247, 0.28353)","(0.178309, -0.294786, 0.93878)","(0.992848, -0.104721, 0.0573354)","(0.0843488, 0.955247, 0.28353)","(-0.0844191, -0.276652, 0.957255)","(0.0843488, 0.955247, 0.28353)","(-0.621924, -0.726394, -0.292511)","(-0.0836192, -0.882884, 0.462087)","(0.0362568, -0.947475, 0.317767)","(-0.544801, 0.137035, 0.827293)","(0.168734, -0.985558, -0.0143215)","(-0.125456, -0.992033, -0.0114918)","(-0.011254, -0.728574, -0.684875)","(-0.00828177, -0.900471, -0.434837)",0
